%	35	0.113636
・	29	0.094156
、	27	0.087662
年	25	0.081169
に	22	0.071429
。	18	0.058442
を	17	0.055195
た	16	0.051948
3	16	0.051948
の	16	0.051948
し	14	0.045455
.	14	0.045455
は	13	0.042208
（	12	0.038961
）	12	0.038961
て	12	0.038961
E	12	0.038961
チーム	11	0.035714
リーグ	10	0.032468
が	10	0.032468
83	10	0.032468
クリーブランド	9	0.029221
で	9	0.029221
[	8	0.025974
]	8	0.025974
位	8	0.025974
：	8	0.025974
球団	7	0.022727
マコーミック	7	0.022727
通算	7	0.022727
い	6	0.019481
編集	6	0.019481
ブルース	5	0.016234
1	5	0.016234
記録	5	0.016234
1880	5	0.016234
1883	5	0.016234
ビル	5	0.016234
フィリップス	5	0.016234
ダン	5	0.016234
ラップ	5	0.016234
ジム	5	0.016234
1879	4	0.012987
1884	4	0.012987
ナショナル	4	0.012987
野球	4	0.012987
主	4	0.012987
な	4	0.012987
最多	4	0.012987
(	4	0.012987
)	4	0.012987
出典	3	0.009740
:	3	0.009740
2	3	0.009740
戦績	3	0.009740
4	3	0.009740
6	3	0.009740
と	3	0.009740
監督	3	0.009740
投手	3	0.009740
勝	3	0.009740
敗	3	0.009740
85	3	0.009740
ヒュー	3	0.009740
デイリー	3	0.009740
順位	3	0.009740
フレッド	3	0.009740
打率	3	0.009740
この	3	0.009740
なっ	3	0.009740
試合	3	0.009740
82	3	0.009740
数	3	0.009740
9	3	0.009740
「	3	0.009740
」	3	0.009740
|	3	0.009740
から	2	0.006494
オハイオ	2	0.006494
州	2	0.006494
本拠地	2	0.006494
として	2	0.006494
加盟	2	0.006494
史	2	0.006494
所属	2	0.006494
選手	2	0.006494
5	2	0.006494
脚注	2	0.006494
外部	2	0.006494
リンク	2	0.006494
さ	2	0.006494
れ	2	0.006494
兼任	2	0.006494
ジム・マコーミック	2	0.006494
防御	2	0.006494
率	2	0.006494
まで	2	0.006494
も	2	0.006494
成績	2	0.006494
1881	2	0.006494
移籍	2	0.006494
ハーキンス	2	0.006494
48	2	0.006494
敗戦	2	0.006494
する	2	0.006494
月	2	0.006494
日	2	0.006494
ジョン	2	0.006494
勝率	2	0.006494
勝利	2	0.006494
55	2	0.006494
329	2	0.006494
7	2	0.006494
42	2	0.006494
手	2	0.006494
回	2	0.006494
安打	2	0.006494
項目	2	0.006494
MLB	2	0.006494
/	2	0.006494
BC	2	0.006494
96	2	0.006494
B	2	0.006494
フリー	1	0.003247
百科	1	0.003247
事典	1	0.003247
『	1	0.003247
ウィキペディア	1	0.003247
Wikipedia	1	0.003247
』	1	0.003247
移動	1	0.003247
ナビゲーション	1	0.003247
,	1	0.003247
検索	1	0.003247
Cleveland	1	0.003247
Blues	1	0.003247
にかけて	1	0.003247
プロ	1	0.003247
目次	1	0.003247
非	1	0.003247
表示	1	0.003247
新	1	0.003247
設立	1	0.003247
躍進	1	0.003247
度	1	0.003247
あり	1	0.003247
シーズン	1	0.003247
45	1	0.003247
28	1	0.003247
という	1	0.003247
大	1	0.003247
活躍	1	0.003247
押し上げ	1	0.003247
その後	1	0.003247
一	1	0.003247
人	1	0.003247
投げ	1	0.003247
弊害	1	0.003247
落とす	1	0.003247
補強	1	0.003247
上げ	1	0.003247
攻撃	1	0.003247
面	1	0.003247
中心	1	0.003247
325	1	0.003247
326	1	0.003247
いる	1	0.003247
しかし	1	0.003247
ユニオン	1	0.003247
アソシエーション	1	0.003247
急遽	1	0.003247
ジョー	1	0.003247
立てる	1	0.003247
暴投	1	0.003247
失点	1	0.003247
300	1	0.003247
32	1	0.003247
しまい	1	0.003247
低迷	1	0.003247
しまう	1	0.003247
解散	1	0.003247
フランチャイズ	1	0.003247
権	1	0.003247
売却	1	0.003247
セントルイス・マルーンズ	1	0.003247
渡り	1	0.003247
1885	1	0.003247
マルーンズ	1	0.003247
こと	1	0.003247
なお	1	0.003247
前後	1	0.003247
12	1	0.003247
ウースター・ルビーレッグス	1	0.003247
戦	1	0.003247
リー	1	0.003247
リッチモンド	1	0.003247
メジャー	1	0.003247
史上	1	0.003247
最初	1	0.003247
完全	1	0.003247
許し	1	0.003247
ある	1	0.003247
※	1	0.003247
よる	1	0.003247
年度	1	0.003247
NL	1	0.003247
27	1	0.003247
Kennard	1	0.003247
Street	1	0.003247
Park	1	0.003247
47	1	0.003247
37	1	0.003247
567	1	0.003247
36	1	0.003247
512	1	0.003247
マイク・マクギアリー	1	0.003247
クラップ	1	0.003247
1882	1	0.003247
84	1	0.003247
40	1	0.003247
429	1	0.003247
100	1	0.003247
560	1	0.003247
フランク	1	0.003247
バンク	1	0.003247
ロフト	1	0.003247
113	1	0.003247
35	1	0.003247
77	1	0.003247
チャーリー・ハケット	1	0.003247
一塁	1	0.003247
266	1	0.003247
22	1	0.003247
歳	1	0.003247
265	1	0.003247
214	1	0.003247
最優秀	1	0.003247
ネッド・ハンロン	1	0.003247
外野	1	0.003247
デビュー	1	0.003247
失策	1	0.003247
翌年	1	0.003247
デトロイト	1	0.003247
590	1	0.003247
本塁打	1	0.003247
11	1	0.003247
打点	1	0.003247
242	1	0.003247
174	1	0.003247
奪	1	0.003247
三振	1	0.003247
1162	1	0.003247
無	1	0.003247
達成	1	0.003247
13	1	0.003247
.^	1	0.003247
現在	1	0.003247
クリーブランド・インディアンス	1	0.003247
創設	1	0.003247
1901	1	0.003247
名前	1	0.003247
受け継ぎ	1	0.003247
名乗っ	1	0.003247
Baseball	1	0.003247
Reference	1	0.003247
Franchises	1	0.003247
Retrosheet	1	0.003247
Franchise	1	0.003247
Info	1	0.003247
www	1	0.003247
kypris	1	0.003247
com	1	0.003247
メジャーリーグベースボール	1	0.003247
に関する	1	0.003247
書き	1	0.003247
かけ	1	0.003247
です	1	0.003247
加筆	1	0.003247
訂正	1	0.003247
など	1	0.003247
下さる	1	0.003247
協力	1	0.003247
者	1	0.003247
求め	1	0.003247
ます	1	0.003247
PJ	1	0.003247
P	1	0.003247
http	1	0.003247
://	1	0.003247
ja	1	0.003247
wikipedia	1	0.003247
org	1	0.003247
wiki	1	0.003247
/%	1	0.003247
AF	1	0.003247
AA	1	0.003247
A	1	0.003247
89	1	0.003247
BB	1	0.003247
AB	1	0.003247
より	1	0.003247
作成	1	0.003247
カテゴリ	1	0.003247
アメリカ合衆国	1	0.003247
