清泉女子大学	19	9.500000
:	5	2.500000
出典	1	0.500000
フリー	1	0.500000
百科	1	0.500000
事典	1	0.500000
（	31	15.500000
『	1	0.500000
）	30	15.000000
ウィキペディア	1	0.500000
Wikipedia	1	0.500000
』	1	0.500000
移動	1	0.500000
ナビゲーション	1	0.500000
大学	17	8.500000
設置	12	6.000000
1950	5	2.500000
年	44	22.000000
創立	6	3.000000
1938	2	1.000000
学校	8	4.000000
,	1	0.500000
私立	3	1.500000
者	13	6.500000
法人	3	1.500000
本部	2	1.000000
所在地	3	1.500000
東京	11	5.500000
都	9	4.500000
品川	11	5.500000
区	7	3.500000
東五反田	3	1.500000
3	13	6.500000
-	6	3.000000
16	3	1.500000
21	4	2.000000
キャンパス	8	4.000000
学部	3	1.500000
文学部	4	2.000000
研究	10	5.000000
科	22	11.000000
人文	10	5.000000
科学	8	4.000000
検索	1	0.500000
公式	3	1.500000
サイト	3	1.500000
種別	1	0.500000
・	25	12.500000
ウェブサイト	1	0.500000
表	1	0.500000
話	1	0.500000
編	1	0.500000
歴	1	0.500000
せい	1	0.500000
、	95	47.500000
英語	6	3.000000
SEISEN	2	1.000000
せんじ	1	0.500000
ょしだいがく	1	0.500000
は	23	11.500000
に	47	23.500000
を	62	31.000000
University	1	0.500000
日本	9	4.500000
の	88	44.000000
で	11	5.500000
ある	7	3.500000
。	65	32.500000
さ	13	6.500000
れ	11	5.500000
た	14	7.000000
.）	1	0.500000
清泉	16	8.000000
置く	1	0.500000
略称	1	0.500000
せいせ	1	0.500000
[	27	13.500000
ん	1	0.500000
目次	1	0.500000
]	27	13.500000
1	15	7.500000
概観	2	1.000000
.	22	11.000000
全体	3	1.500000
2	12	6.000000
建	5	2.500000
学	15	7.500000
精神	5	2.500000
校訓	2	1.000000
理念	4	2.000000
是	2	1.000000
沿革	2	1.000000
略歴	2	1.000000
年表	2	1.000000
基礎	2	1.000000
データ	2	1.000000
象徴	3	1.500000
4	13	6.500000
教育	13	6.500000
および	3	1.500000
組織	7	3.500000
大学院	6	3.000000
附属	3	1.500000
機関	5	2.500000
5	9	4.500000
学生	6	3.000000
生活	3	1.500000
部	2	1.000000
活動	7	3.500000
クラブ	2	1.000000
サークル	2	1.000000
学園	4	2.000000
祭	4	2.000000
学内	2	1.000000
奨学	10	5.000000
金	11	5.500000
6	6	3.000000
関係	9	4.500000
と	32	16.000000
一覧	3	1.500000
7	3	1.500000
施設	3	1.500000
8	3	1.500000
対外	2	1.000000
姉妹	2	1.000000
校	2	1.000000
非	1	0.500000
編集	26	13.000000
本館	3	1.500000
なる	6	3.000000
旧	6	3.000000
島津	6	3.000000
公爵	5	2.500000
邸	5	2.500000
聖心	6	3.000000
侍女	4	2.000000
修道	6	3.000000
会	15	7.500000
設立	7	3.500000
母体	3	1.500000
し	14	7.000000
制	3	1.500000
女子大	4	2.000000
として	13	6.500000
キリスト	7	3.500000
教	6	3.000000
ヒューマニズム	2	1.000000
少	3	1.500000
人数	3	1.500000
実践	2	1.000000
表示	1	0.500000
9	1	0.500000
的	8	4.000000
な	9	4.500000
一人ひとり	1	0.500000
参加	2	1.000000
により	4	2.000000
人	7	3.500000
積極	1	0.500000
授業	1	0.500000
通じ	2	1.000000
豊か	4	2.000000
人間	7	3.500000
性	3	1.500000
自然	2	1.000000
思いやり	1	0.500000
コミュニケーション	1	0.500000
て	15	7.500000
身	1	0.500000
つけ	1	0.500000
いる	3	1.500000
また	2	1.000000
から	12	6.000000
いける	1	0.500000
配慮	1	0.500000
人格	1	0.500000
触れ合い	1	0.500000
自分	1	0.500000
する	6	3.000000
こと	4	2.000000
が	13	6.500000
できる	2	1.000000
女性	2	1.000000
育てる	3	1.500000
目指し	2	1.000000
さらに	2	1.000000
考え	1	0.500000
決断	1	0.500000
