、	21	0.137255
の	21	0.137255
。	12	0.078431
年	12	0.078431
に	12	0.078431
氏	10	0.065359
(	10	0.065359
)	10	0.065359
山名	8	0.052288
太田垣	7	0.045752
た	7	0.045752
は	7	0.045752
し	7	0.045752
を	6	0.039216
と	6	0.039216
・	6	0.039216
但馬	5	0.032680
国	5	0.032680
3	5	0.032680
する	5	0.032680
が	4	0.026144
E	6	0.039216
られ	4	0.026144
%	14	0.091503
竹田	4	0.026144
城	4	0.026144
て	4	0.026144
輝	3	0.019608
延	3	0.019608
:	3	0.019608
嘉吉	3	0.019608
で	3	0.019608
守護	3	0.019608
豊	3	0.019608
応仁	3	0.019608
9	3	0.019608
家	3	0.019608
5	3	0.019608
（	2	0.013072
）	2	0.013072
戦国	2	0.013072
時代	2	0.013072
国人	2	0.013072
元年	2	0.013072
乱	2	0.013072
持	2	0.013072
宗	2	0.013072
全	2	0.013072
から	2	0.013072
守備	2	0.013072
以降	2	0.013072
参加	2	0.013072
い	2	0.013072
ため	2	0.013072
あっ	2	0.013072
垣屋	2	0.013072
八木	2	0.013072
田結庄	2	0.013072
ら	2	0.013072
細川	2	0.013072
侵攻	2	0.013072
勢力	2	0.013072
四天王	2	0.013072
よう	2	0.013072
永	2	0.013072
致豊	2	0.013072
織田	2	0.013072
羽柴	2	0.013072
秀吉	2	0.013072
攻め	2	0.013072
毛利	2	0.013072
.	2	0.013072
A	2	0.013072
B	2	0.013072
出典	1	0.006536
フリー	1	0.006536
百科	1	0.006536
事典	1	0.006536
『	1	0.006536
ウィキペディア	1	0.006536
Wikipedia	1	0.006536
』	1	0.006536
移動	1	0.006536
ナビゲーション	1	0.006536
,	1	0.006536
検索	1	0.006536
おお	1	0.006536
き	1	0.006536
てる	1	0.006536
のぶ	1	0.006536
生	1	0.006536
没年	1	0.006536
不詳	1	0.006536
1441	1	0.006536
配下	1	0.006536
として	1	0.006536
赤松	1	0.006536
討伐	1	0.006536
功	1	0.006536
あり	1	0.006536
播磨	1	0.006536
代	1	0.006536
任	1	0.006536
ぜ	1	0.006536
1443	1	0.006536
命ぜ	1	0.006536
居城	1	0.006536
1467	1	0.006536
勃発	1	0.006536
従軍	1	0.006536
2	1	0.006536
1468	1	0.006536
月	1	0.006536
京都	1	0.006536
西陣	1	0.006536
軍	1	0.006536
手薄	1	0.006536
また	1	0.006536
他	1	0.006536
有力	1	0.006536
ある	1	0.006536
も	1	0.006536
対立	1	0.006536
丹波	1	0.006536
にとって	1	0.006536
やすい	1	0.006536
状態	1	0.006536
ついに	1	0.006536
方	1	0.006536
へ	1	0.006536
しかし	1	0.006536
奮戦	1	0.006536
により	1	0.006536
国境	1	0.006536
夜久野	1	0.006536
ヶ	1	0.006536
原	1	0.006536
撃退	1	0.006536
呼ば	1	0.006536
れる	1	0.006536
なり	1	0.006536
培っ	1	0.006536
ゆく	1	0.006536
正	1	0.006536
1512	1	0.006536
離反	1	0.006536
弟	1	0.006536
誠	1	0.006536
擁立	1	0.006536
領国	1	0.006536
経営	1	0.006536
実権	1	0.006536
掌握	1	0.006536
禄	1	0.006536
12	1	0.006536
1569	1	0.006536
信長	1	0.006536
臣従	1	0.006536
戦う	1	0.006536
なる	1	0.006536
天正	1	0.006536
1575	1	0.006536
吉川	1	0.006536
元春	1	0.006536
和睦	1	0.006536
裏切る	1	0.006536
結果	1	0.006536
再度	1	0.006536
落城	1	0.006536
没落	1	0.006536
「	1	0.006536
http	1	0.006536
://	1	0.006536
ja	1	0.006536
wikipedia	1	0.006536
org	1	0.006536
/	1	0.006536
wiki	1	0.006536
/%	1	0.006536
4	1	0.006536
AA	1	0.006536
7	1	0.006536
94	1	0.006536
0	1	0.006536
8	1	0.006536
BC	1	0.006536
D	1	0.006536
BB	1	0.006536
6	1	0.006536
」	1	0.006536
より	1	0.006536
作成	1	0.006536
カテゴリ	1	0.006536
人物	1	0.006536
日本	1	0.006536
